,CONSUMO_CATIVO_CHV,CONSUMO_CATIVO_SHV,CONSUMIDORES_CATIVO_CHV,CONSUMIDORES_CATIVO_SHV,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_CHV,CONSUMO_LIVRE_SHV,CONSUMIDORES_LIVRE_CHV,CONSUMIDORES_LIVRE_SHV,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2018-03-01,20472484.578,5146716.39,82707846,20815541,11949925.612,2735197.208,6333822.634,6122092.144,71166013.0,520014.0,5746698.0,5275121.0,11210402.440000001,2048556.729,11599,1144,398.253,11996077.811,1531693.672,469974.318,1,5784,5557,257
2018-04-01,20459461.025,5155975.1850000005,82842152,20844529,11932569.8,2754336.421,6371322.53,6133246.98,71297329.0,518902.0,5744432.0,5281489.0,10914087.869000003,1908903.5960000004,11724,1165,383.451,11623163.788,1476100.726,429843.091,1,5843,5622,258
2018-05-01,19640535.183,5149741.044,82996896,20880270,11400345.55,2721256.053,6026479.019,6222926.988,71390898.0,517733.0,5773645.0,5314620.0,10347379.674000002,1877269.9249999998,11845,1179,374.941,11142108.63,1391167.842,410630.431,1,5891,5695,258
2018-06-01,18630778.508999996,5109358.417,83081180,20921587,11065830.447,2547010.481,5572605.085,6102793.297,71490489.0,517103.0,5775835.0,5297753.0,10417040.801,1822537.202,11967,1187,364.981,11231369.197,1312885.606,400939.651,1,5928,5776,262
2018-07-01,18449143.677,5001275.651,83244117,20974770,10790173.722,2652455.819,5417198.388,6080562.044,71657143.0,516451.0,5780940.0,5289583.0,10909262.618,1943511.1099999999,12099,1189,428.329,11870939.237,1329884.557,402568.213,1,5974,5854,270
2018-08-01,18579096.037,5197337.922,83287490,20982293,10808430.207,2736426.846,5537320.709,6228505.687,71710038.0,515531.0,5777048.0,5284873.0,11093799.317999998,1887710.2429999998,12254,1199,352.26,11945131.589,1357525.699,442831.673,1,6046,5938,269
2018-09-01,19095378.374,5249939.233,83371036,20994147,11129205.169,2737409.241,5676613.671,6333446.017,71800681.0,514257.0,5767415.0,5288683.0,10650992.999,1856028.3069999998,12394,1210,355.978,11427081.416,1354339.377,420944.557,1,6112,6010,271
2018-10-01,19366183.650000002,5567800.728,83502718,21036460,11526543.151,2707046.128,5985748.435,6357732.56,71924061.0,513625.0,5773012.0,5292020.0,11171386.981999999,1948116.2380000001,12568,1221,361.238,11951900.47,1444827.986,453440.673,1,6161,6119,287
2018-11-01,19506987.067,5626441.867000001,83605445,21045232,11758471.387,2694958.083,6094684.62,6248447.897,72023096.0,512947.0,5775498.0,5293904.0,11020178.099000001,1882245.603,12715,1236,334.519,11713635.149,1479095.3,451809.538,1,6217,6203,294
2018-12-01,20002037.096,5368043.885000001,83669300,21056401,11718315.908,2689271.561,6220800.125,6307430.949,72081459.0,512285.0,5778443.0,5297113.0,10460786.009999998,1906274.5529999998,12846,1249,304.599,11106420.7,1562367.513,450631.109,1,6269,6284,292
2019-01-01,21174352.456,5192274.884,83851891,21081477,12937806.024,2240464.55,6431689.184,6347030.941,72250204.0,511803.0,5784235.0,5305649.0,11099664.595999999,1981533.242,13201,1381,267.069,11692510.332,1693729.651,473090.446,1,6407,6480,313
2019-02-01,21613590.733,5121948.6729999995,83943481,21126483,12626300.41,2608449.347,6612861.417,6479989.19,72335694.0,510349.0,5784932.0,5312506.0,10462253.139999999,1820857.7950000002,13445,1447,367.241,10965228.88,1596631.244,435288.57,1,6498,6630,316
2019-03-01,20658758.431999996,5236854.397000001,84077495,21135564,12383711.468,2523310.132,6379207.803,6316690.951,72466363.0,509783.0,5786417.0,5314932.0,10993721.134000001,1932373.9299999997,13569,1426,338.281,11546416.824,1675444.929,484798.519,1,6543,6700,325
2019-04-01,19611925.439999998,5151304.956,84188433,21160662,11569121.807,2521712.537,6131314.755,6126666.647,72572415.0,509683.0,5792152.0,5314183.0,10924745.343,1857960.4999999998,13756,1466,336.433,11408615.476,1650625.948,477450.271,1,6616,6809,330
2019-05-01,19785140.104,5339533.672,84376684,21218700,11926232.047,2466229.134,6134912.687,6248204.097,72743384.0,474070.0,5834706.0,5324524.0,11122143.627,1955111.0939999998,14031,1485,361.466,11769939.47,1632865.842,479961.59,1,6723,6964,343
2019-06-01,18510824.634,5131924.538000001,84308093,21114971,11049947.316,2400440.92,5620339.884,6108054.497,72799444.0,467110.0,5835212.0,5206327.0,10748492.196999999,1931722.5450000004,14269,1499,368.989,11464297.898,1520474.025,448613.674,1,6833,7089,346
2019-07-01,18059716.612000003,5143358.372,84508471,21231816,10951801.305,2355572.225,5412174.815,6019662.382,72864532.0,466942.0,5838073.0,5338924.0,10924750.586,2051419.5070000004,14530,1517,484.557,11754579.743,1503082.784,487507.621,1,6950,7233,346
2019-08-01,18353214.627,5115020.6049999995,84723547,21395551,10986640.856,2395158.672,5409691.131,6166923.985,73032010.0,467185.0,5862377.0,5361975.0,11021116.275999999,2107264.19,14929,1551,362.925,11800808.351,1535913.014,512997.975,1,7124,7450,354
2019-09-01,18995179.217999995,5300016.362,84841906,21435425,11378824.274,2403766.737,5656839.14,6434018.316,73078075.0,465701.0,5856110.0,5442020.0,10892597.654000001,2057090.659,15309,1614,354.622,11497488.714,1587622.449,507811.087,1,7272,7675,361
2019-10-01,19784332.970000003,5513575.964000001,84978181,21452972,11972683.905,2428241.879,6014589.687,6579431.701,73258190.0,466416.0,5880420.0,5373155.0,11388397.68,2172532.929,15540,1622,429.904,12007766.262,1740102.363,540551.116,1,7348,7828,363
2019-11-01,20542531.533999998,5671802.19,84976157,21342440,12423293.038,2433384.495,6347285.841,6722109.965,73274312.0,465042.0,5867008.0,5369795.0,11189624.272,2174359.366,15779,1639,384.868,11784392.405,1748113.301,535752.219,1,7425,7987,366
2019-12-01,19785597.420999996,5812180.604,85058825,21506426,12200361.902,2364269.192,6228722.588,6555364.936,73332637.0,464643.0,5882799.0,5378746.0,10620289.25,2218707.665,16093,1717,343.9,11246168.944,1819257.196,537175.084,1,7534,8185,373
2020-01-01,20252656.100000005,5391215.302,84995588,21442400,12908260.659,1883966.65,6125255.546,6305973.319,73255056.0,463955.0,5895299.0,5381278.0,11055047.63,2225966.696,16566,1755,247.913,11648953.828,1894438.232,563411.237,1,7664,8487,414
2020-02-01,20269011.622,5230416.735,85055999,21502107,12382895.763,2244546.507,6231271.621,6150460.834,73307337.0,464203.0,5863835.0,5420624.0,11080558.993999999,2100869.953,16991,1848,332.649,11653586.848,1807952.084,525973.377,1,7803,8766,421
2020-03-01,20007335.827,5329713.836,85257937,21585727,12431415.39,2197431.843,6061992.278,6238653.481,73491022.0,462610.0,5868373.0,5435932.0,11384391.813999997,2053874.1939999997,17380,1972,443.575,11935247.882,1754098.452,523111.697,1,7940,9011,428
2020-04-01,18424901.954000004,5067488.620999999,85287121,22027873,12317889.169,1822083.991,4984340.643,5861480.834,73434980.0,461146.0,5876060.0,5514935.0,9845508.385,1736579.566,17704,1951,468.952,10351631.053,1403946.96,520094.265,1,8021,9244,438
2020-05-01,17278232.91,4927565.159,84793225,21454068,11755429.937,1705037.922,4438337.715,5769655.698,73092973.0,459906.0,5832282.0,5408064.0,9831146.018000003,1925236.3930000004,18089,1998,471.963,10613683.508,1335798.805,507447.63,1,8157,9483,448
2020-06-01,16880424.263,4848829.481000001,85216415,21583066,11395468.913,1809414.166,4217585.726,5712504.89,73530274.0,459366.0,5811925.0,5414850.0,9945148.902000003,1961567.3539999998,18522,2069,495.741,10746028.757,1393699.117,497470.941,1,8271,9796,454
2020-07-01,17412343.939,5026267.065000001,85523146,21644846,11706238.099,1975855.829,4434413.536,5786479.858,73799345.0,459329.0,5819470.0,5445002.0,11027229.261999998,2143963.759,19035,2215,290.066,11938995.257,1500467.471,527701.334,1,8420,10128,486
2020-08-01,18078192.228000004,5133079.489,85997385,21815502,11851295.9,2078012.218,4636451.631,6060393.271,74191084.0,460457.0,5831479.0,5514365.0,11602359.693,2272483.028,19502,2252,479.759,12464625.439,1614007.018,538755.355,1,8600,10381,520
2020-09-01,18672054.459,5345869.79,86203562,21834093,12239990.559,2149191.485,4923239.812,6217216.642,74381785.0,461138.0,5839912.0,5520727.0,11766282.852999998,2267280.7720000003,20039,2363,397.602,12505994.755,1743035.537,573333.018,1,8747,10754,537
2020-10-01,20090201.685,5606394.686,86289244,21920483,13089686.182,2237640.112,5454765.978,6546063.331,74472418.0,460491.0,5835079.0,5521256.0,12273658.799000002,2420796.2099999995,20635,2535,391.856,13030922.754,1898537.183,616406.454,1,8810,11219,605
2020-11-01,19215665.768,5500226.987,86372229,21954577,12777454.966,2019321.044,5243583.391,6098162.697,74566318.0,461331.0,5848335.0,5496245.0,12157077.077999998,2339798.1599999997,21050,2518,438.219,12740605.676,1906395.086,629512.458,1,9009,11416,624
2020-12-01,19871295.48,5444205.255,86627431,21994329,13312413.202,1929787.113,5475368.456,6031261.032,74808188.0,460521.0,5841134.0,5517588.0,12190553.132,2371751.8170000003,21297,2471,278.54,12744107.173,2045008.44,626199.765,1,8968,11672,656
2021-01-01,20319303.025999997,5408071.286,86802177,21974286,13653561.07,1861306.183,5535406.878,6314687.309,75001110.0,460687.0,5842383.0,5497997.0,12456224.241,2385018.235,21866,2600,470.0,12963049.28,2118697.926,621473.063,1,9178,11935,752
2021-02-01,19676290.947,5157611.598,86809825,22076818,12875575.391,1961405.315,5491076.429,6080387.539,74993968.0,454808.0,5855032.0,5506017.0,12000642.949000001,2274871.367,22660,2932,262.0,12427633.005,2039865.82,602283.975,1,9340,12536,783
2021-03-01,20817331.868,5259072.925999999,87056164,22120993,13256125.7,2250075.62,5957796.43,6159230.337,75210058.0,457316.0,5869191.0,5519599.0,12702213.012000002,2473785.604,23375,3262,262.0,13341707.492,2075816.191,617352.81,1,9594,12966,814
2021-04-01,19877482.087,5327151.782,87017279,22031321,13358596.752,2046212.333,5295692.128,6132080.266,75189003.0,457866.0,5853490.0,5516920.0,12578272.096,2425312.276,23984,3493,298.0,13161796.129,1991532.825,664122.804,1,9505,13653,825
2021-05-01,18203911.946,5177183.511,87110697,22077769,11973657.267,1896086.089,4900400.781,6077490.282,75271305.0,459723.0,5854791.0,5524878.0,12557512.684,2523085.2229999998,23762,2883,436.0,13372961.109,1937373.903,631995.244,1,9691,13220,850
2021-06-01,18000913.259,5273870.708,87371991,22122970,12012389.103,1911949.134,4865850.459,6025567.598,75519323.0,460667.0,5859077.0,5532924.0,12384355.951,2424614.1479999996,24269,2958,436.0,13084819.973,1915458.414,621536.88,1,9768,13639,861
2021-07-01,17616436.939999998,5152756.183000001,87597886,22239116,11712264.238,1917514.361,4687657.829,5938031.412,75719388.0,460965.0,5868281.0,5549252.0,12539789.686,2540325.8970000003,24586,2954,374.0,13385047.765,1923698.813,633922.659,1,9878,13804,903
2021-08-01,17925482.748000003,5330588.795000001,87751817,22254711,11849544.532,1977759.976,4823196.817,6090634.855,75887478.0,461618.0,5870237.0,5532484.0,12716586.211000001,2612602.2260000003,25020,3056,336.0,13462949.136,2020296.405,688611.52,1,10007,14088,924
2021-09-01,18957915.844999995,5501661.593,87809286,22245598,12610762.828,1991611.379,5159730.179,6237752.396,75966902.0,461306.0,5876107.0,5504971.0,12626071.298999999,2568326.7819999997,25397,3076,419.0,13174502.761,2114959.004,672723.668,1,10087,14328,981
2021-10-01,18860763.683999997,5652754.69,87989524,22322920,12551626.042,1944512.135,5290873.563,6335588.155,76145434.0,460979.0,5875547.0,5507564.0,12995998.605,2614598.411,26124,3530,391.0,13591441.745,2198285.444,700770.596,1,10271,14858,994
2021-11-01,18300994.224,5638165.816,87979983,22236709,12391745.923,1906747.287,5245686.507,5936463.207,76171887.0,461396.0,5874290.0,5472410.0,12913993.418000001,2596917.114,26137,3232,453.0,13445011.522,2238953.694,710646.654,1,10334,14813,989
2021-12-01,19348720.118,5784928.453999999,88033319,22260407,13098917.806,1878527.258,5594073.77,6075177.743,76245552.0,461105.0,5875937.0,5450725.0,12689997.084000003,2683629.6940000006,26553,3358,415.0,13196434.623,2365389.464,719642.638,1,10428,15132,992
2022-01-01,19362128.448,5400062.944,88690958,22517340,13063159.814,1696379.103,5508481.62,5935557.668,76834967.0,462246.0,6085822.0,5307923.0,12914533.060999999,2583487.791,27193,3285,360.414,13075857.699,2460522.776,839900.679,1,10510,15624,1058
2022-02-01,19341164.617,5092923.99,88771267,22497967,12919991.037,1757537.951,5579089.53,5630406.647,77030469.0,458997.0,6085432.0,5196369.0,12739455.999999996,2409169.754,27522,3318,174.116,12680149.719,2399454.527,887017.438,1,10594,15859,1068
2022-03-01,20556361.468,5449047.359,88915735,22563697,13920233.753,1820678.435,5875320.632,5948512.125,77273134.0,451839.0,6031778.0,5158984.0,13606952.853000002,2556865.036,27854,3367,349.837,13667892.281,2527586.45,865956.617,1,10658,16113,1082
2022-04-01,19566051.62,5235157.816000001,89102020,22606431,12871669.228,1892899.997,5746791.629,5833492.466,77501073.0,450985.0,6025591.0,5124371.0,13525420.330000002,2505492.892,28171,3421,370.88,13545937.83,2482533.197,893518.836,1,10752,16327,1091
2022-05-01,18215544.356999997,5343472.4059999995,89407322,22688899,12276617.3,1759460.91,5286799.328,5800908.431,77788706.0,451667.0,6032566.0,5134383.0,13474971.141999999,2557755.785,28491,3450,365.441,13752566.781,2315338.864,869738.082,1,10834,16494,1162
2022-06-01,17714345.358,5118875.872000001,89506052,22701602,11916041.238,1831777.585,4977546.216,5635569.418,77910666.0,450907.0,6029823.0,5114656.0,13086610.038,2625733.1909999996,28820,3536,406.974,13540474.943,2175859.504,865436.473,1,10917,16709,1193
2022-07-01,17514739.38,5108629.116,89700022,22759650,11976375.552,1792346.845,4906183.755,5439289.283,78103287.0,449824.0,6038812.0,5108099.0,13362819.317999996,2840836.711,29164,3609,411.834,14010136.383,2251991.46,860437.892,1,10997,16920,1246
2022-08-01,17918539.303999998,5347661.069,90027144,22876877,12075309.939,1844922.401,5023218.063,5838765.004,78401739.0,447419.0,6057587.0,5120399.0,13503677.98,2952837.8220000006,29504,3675,334.778,14167962.739,2285033.63,904727.964,1,11127,17098,1278
2022-09-01,18242492.077,5541922.472999999,90218149,22897134,12504944.662,1862459.942,5117933.755,5850963.828,78575825.0,447331.0,6074038.0,5120955.0,13272882.037,2858074.4290000005,29909,3761,408.696,13822052.84,2275419.798,884302.707,1,11239,17366,1303
2022-10-01,18101506.66,5645492.513,90170155,22959621,12604802.241,1767142.275,5086697.515,5848016.535,78550504.0,447023.0,6069577.0,5103051.0,13351575.930999998,2941280.267,30253,3810,414.056,13944972.635,2395503.266,871592.17,1,11345,17592,1315
2022-11-01,18458596.165,5665653.688,90308687,22989344,12949280.26,1744709.784,5307001.739,5758302.367,78699811.0,446781.0,6075722.0,5086373.0,13175890.832,2900039.516,30632,3900,423.968,13659501.685,2431006.891,873188.9,1,11411,17869,1351
2022-12-01,19398206.020999998,5668187.274,90543445,23092722,13688211.921,1699331.668,5507773.054,5653884.407,78939055.0,446863.0,6088752.0,5068775.0,12825764.72,2980807.379,31080,3967,376.553,13213995.356,2572365.341,889682.099,1,11553,18165,1361
2023-01-01,18608807.72,5428227.79,91011719,23293689,13069699.87,1551061.9,5387914.046,5496147.806,79356507.0,445321.0,6094652.0,5115239.0,13089777.618000003,3053338.1280000005,33793,4080,316.165,13383541.478,2678096.299,972608.892,2,12049,20206,1536
2023-02-01,19666109.369999997,5225644.3780000005,91096002,23294204,13730552.352,1622984.711,5530871.981,5496696.056,79457640.0,445025.0,6091627.0,5101710.0,12897540.291999998,2872298.8279999997,34258,4196,190.215,13042342.031,2657286.675,939667.392,2,12172,20517,1567
2023-03-01,20537058.479,5464011.765000001,91307773,23290826,14366042.268,1630273.59,5789943.773,5839472.391,79692714.0,446302.0,6108704.0,5060053.0,13942978.764999997,3237505.8510000003,35268,4265,215.522,14346819.673,2815183.146,934398.383,2,12359,21308,1599
2023-04-01,20058528.832,5390754.075,91545960,23398655,13702492.044,1729113.004,5759383.145,5827836.501,79951029.0,446628.0,6107573.0,5040730.0,13802626.651999999,3119375.035,35258,4323,436.371,14105302.758,2780254.396,979201.546,2,12505,21142,1609
2023-05-01,18217039.509999998,5617474.647,91599959,23495881,13078429.274,1548127.15,5209295.068,5593038.328,80020981.0,446357.0,6105130.0,5027491.0,13612428.206999997,3201815.693,36083,4413,386.968,14190262.103,2630809.586,913564.936,2,12595,21818,1668
2023-06-01,18113811.557,5540175.073,91899647,23500506,12838197.116,1623919.447,5055171.059,5653473.434,80295191.0,447415.0,6126810.0,5030231.0,13431715.992000002,3120189.1430000006,37047,4529,457.555,14006954.656,2545558.293,933018.29,2,12819,22449,1777
2023-07-01,17639264.877,5355690.867999999,92025911,23529203,12583011.171,1585324.195,4798698.889,5510620.132,80444586.0,447191.0,6119341.0,5014793.0,13484415.408,3190543.0340000005,37903,4639,421.456,14115107.832,2499953.599,920772.218,2,12978,23052,1871
2023-08-01,18127548.314000003,5622298.972999999,92049225,23409391,12998579.363,1603475.144,5019529.018,5648041.476,80463287.0,447250.0,6129975.0,5008713.0,13963738.765,3260642.1100000003,38027,4807,376.926,14519316.239,2659405.363,981441.498,2,13131,22951,1943
2023-09-01,18868920.915999997,5864534.002999999,92168127,23609291,13684394.628,1631454.57,5242526.673,5802563.38,80589828.0,447569.0,6129043.0,5001687.0,13871441.541,3326184.31,38850,4964,419.743,14341574.287,2769031.913,1004277.409,2,13316,23503,2029
2023-10-01,19883917.157,5989716.2,92452942,23749636,14419593.398,1574112.104,5529205.012,5981572.322,80866423.0,447940.0,6134006.0,5004573.0,14258963.357999997,3361106.582,39551,5101,372.881,14660045.28,2896393.074,1012757.227,2,13512,23932,2105
2023-11-01,20188712.645,6206799.516999999,92484442,23803899,14941061.351,1567459.128,5615195.122,5992573.849,80896211.0,448139.0,6143836.0,4996256.0,14369835.866999999,3258821.2369999997,40206,5208,396.301,14481034.119,3023914.337,1043700.791,2,13657,24388,2159
2023-12-01,21104406.86,6026022.9229999995,92800017,23868105,15318599.363,1550822.2,5863114.679,6146919.945,81242648.0,449108.0,6158142.0,4950119.0,14079255.298,3329044.3370000003,40765,5357,348.878,14117787.601,3155882.45,1069172.043,2,13789,24728,2246
2024-01-01,20827440.227999996,5891128.946999999,92630857,23896399,15445413.589,1365270.674,5713935.773,5882711.604,81097470.0,448350.0,6125268.0,4959769.0,14246788.726999998,3369460.7369999997,41989,5725,1026.47,14180965.403,3269137.315,1108557.016,5,14122,25428,2434
2024-02-01,20604461.016,5770911.959,93048470,23797424,15206548.035,1447782.053,5671684.124,5580885.153,81587486.0,442735.0,6145116.0,4873133.0,14305054.848,3190691.769,44294,5962,1150.6,14115032.641,3255156.593,1088375.151,9,14904,26806,2575
2024-03-01,21298927.756,5721504.4350000005,93129454,23810516,15611180.326,1438635.464,5789150.237,5762388.743,81692373.0,447589.0,6135279.0,4854213.0,14946234.184,3421535.07,45721,6203,726.669,14826380.446,3352866.553,1169112.344,7,15332,27700,2682
2024-04-01,20328384.97,5842486.058,93273603,23966069,14946723.612,1429211.604,5676764.021,5786594.757,81790390.0,446288.0,6119787.0,4917138.0,15253112.017000003,3306507.266,47361,6474,549.612,14941532.055,3386043.854,1226861.344,6,15871,28714,2770
2024-05-01,19996048.915,5869315.0540000005,93145935,24003779,14841833.48,1367602.593,5564583.426,5668023.07,81784101.0,442181.0,6084205.0,4835448.0,15137624.199000001,3511339.6240000003,49358,6671,591.037,15158127.515,3286187.62,1216084.829,8,16651,29731,2968
2024-06-01,18932688.169,5710641.585,93244970,24046837,13969224.083,1355922.406,5174482.05,5751975.136,81843721.0,441643.0,6074414.0,4885192.0,14898923.900999999,3470585.163,51431,6923,607.482,14964501.644,3179531.304,1231747.174,10,17227,31053,3141
2024-07-01,18021183.662000004,5544808.341000001,93555188,24221358,13430604.327,1273033.83,4850604.933,5557572.334,82173641.0,443583.0,6071079.0,4866885.0,15168714.981000002,3642252.819,53733,7161,685.041,15504002.606,3029871.648,1265779.643,10,17897,31954,3872
2024-08-01,18457234.626,5740089.482,93948818,24063342,13744072.006,1321727.287,4928516.829,5675786.172,82544750.0,445074.0,6152837.0,4806157.0,15681491.294999998,3717694.048,56306,7478,529.325,15999773.882,3116296.142,1344360.532,11,18735,33362,4198
2024-09-01,18687981.856000002,5926586.31,93906996,24171881,14208155.246,1270397.307,5063567.098,5619842.449,82541515.0,438957.0,6127684.0,4798840.0,15538693.837000001,3656532.363,58993,7820,757.973,15639406.573,3217690.604,1385626.035,13,19562,34833,4585
2024-10-01,19853306.854000006,5997371.978,94283939,24348149,15078461.471,1245974.014,5378801.256,5702008.985,82874116.0,438897.0,6123687.0,4847239.0,15822709.613999998,3732369.0129999993,61598,8240,794.207,15660518.1,3441537.603,1487216.56,19,20333,36416,4830
2024-11-01,18925022.684000004,6151951.353,94182544,24267286,14799743.177,1232455.295,5224497.799,5448466.254,82904399.0,428502.0,6100520.0,4749123.0,15872140.217999998,3751134.504,63839,8604,905.792,15632718.66,3568901.673,1461078.894,25,21034,37720,5060
2024-12-01,19423805.65,6065297.263,94227357,24252559,15229038.544,1110879.15,5309228.724,5407419.747,82944635.0,427964.0,6108344.0,4746414.0,15427400.322999999,3838357.1789999995,66985,9182,967.019,15166159.993,3643703.265,1502303.87,32,22047,39500,5406
2025-01-01,19515419.276000004,5779111.965,94060978,24332212,15635779.63,974413.623,4967036.764,5190963.983,82722677.0,436546.0,6108283.0,4793472.0,15543245.813,3786054.208,65981,9693,1213.247,15010618.655,3825411.697,1538270.544,40,22058,38242,5641
2025-02-01,20548791.699000005,5488566.762,94169854,24308681,15988981.883,1034044.261,5217477.144,5260498.496,82866679.0,438179.0,6117549.0,4747447.0,15731180.822999999,3576373.3899999997,69770,10053,1438.302,14855383.577,3916041.679,1578296.408,57,23362,40207,6144
2025-03-01,20872093.175,5497659.244,94354095,24303407,16193101.575,1003938.316,5169361.638,5557830.757,83088332.0,433281.0,6120531.0,4711951.0,16487859.894,3772769.27,72296,10443,1592.14,15730018.45,3981119.883,1590838.682,65,24141,41711,6379
2025-04-01,18659203.543,5567353.978,94719562,24598711,14609433.659,974484.56,4839745.792,5389419.269,83385056.0,432409.0,6116589.0,4785508.0,16265346.200000001,3840753.61,74346,10774,1902.511,15617577.191,3960048.561,1599232.073,73,24800,42818,6655
2025-05-01,17994091.566000003,5835456.539,94796566,24514499,14567727.236,959605.876,4658021.773,5181486.279,83539228.0,432498.0,6121779.0,4703061.0,16143348.665999997,3967137.295,76366,11079,2124.404,15880040.305,3770335.414,1554332.505,77,25431,44030,6828
2025-06-01,17294913.832999997,5561051.520999999,94696973,24445629,13855708.562,941265.585,4381396.531,5154106.658,83470435.0,430554.0,6111906.0,4684078.0,15727676.151,3827974.01,78606,11481,2235.146,15496273.371,3600901.247,1539850.431,85,26014,45072,7435
2025-07-01,0,0,0,0,14216014.061,916673.65,4239475.273,5044859.62,83826720.0,430336.0,6115056.0,4764699.0,0,0,0,0,2624.732,15700763.707,3526177.834,1530601.905,102,26601,46058,7678
