,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2013-02-01,206315,65026.72,446605,55096,519501,71625,125225,407503,215460,787945,359610,357477,881323,382466,228836,1646497,2127574,550034,2722926,8031852,1984436,1476786,2199513,385649,452954,861262,487521,10474529.0,5545585.0,6524253.0,5492650.72,551747,224007,789119,129299,1951092,175035,503930,2066480,1068529,3083988,1219866,1406363,3259037,954046,768393,5258381,8108850,1439401,6585674,16685940,4184323,2562469,4233781,937321,1177532,2553616,914698,62073586.0,572246.0,5287586.0,4859499.0,11604,800,0,0,760663,0,3745,481493,4271,100391,58098,54167,158394.4,17798,91349,222384,2066439,320608,620860,3335191,436517,459781,395702,43687,107838,200152.582,40516,0.0,9268544.982,511155.0,212749.0,7,5,0,0,15,0,6,8,3,56,20,19,91,8,18,85,443,52,210,1323,132,223,301,36,89,19,5,0,2096,1004,74
2013-03-01,213420,66059.551,457277,55240,499240,71706,131869,414015,212880,742371,364212,353856,912472,400576,229652,1762919,2147775,553168,2846542,7934500,1973332,1456892,2064339,387126,494441,866931,482776,10356996.0,5525106.0,6638468.0,5575016.551,550813,224873,793389,129692,1954597,175827,505861,2072001,1070935,3091116,1223693,1410394,3266103,955994,771167,5268734,8162668,1442827,6590420,16730894,4194156,2568226,4241206,939346,1180096,2560457,917469,62265199.0,573643.0,5297520.0,4856592.0,13196,921,0,0,865114,0,4149,538712,5196,111921,68276,66509,173363.8,15230,102545,234213,2083782,337574,661361,3342516,434447,482823,422120,47670,119729,196547.872,44641,0.0,9648876.672,508113.0,215567.0,7,6,0,0,15,0,6,8,3,57,21,21,94,8,18,87,442,52,213,1356,136,219,310,37,90,19,5,0,2114,1041,75
2013-04-01,225881,67737.428,479972,64538,544619,74396,139204,395617,223406,769378,376982,357151,964418,405251,231576,1802728,2254925,556824,2637807,7946964,1910101,1349545,1910772,380495,498522,874321,490406,10301585.0,5630920.0,6508478.0,5492553.428,556351,225653,798518,130279,1960159,176655,508260,2078448,1078686,3099787,1227443,1415410,3276320,960755,773524,5275615,8154759,1448289,6581716,16772413,4206745,2576331,4252820,942307,1178712,2568858,920568,62400927.0,574458.0,5306010.0,4863986.0,10513,935,0,0,849069,0,4240,528608,7701,110478,65394,67954,169560.4,16503,99274,263490,2198682,331783,688995,3481468,473289,487710,440706,47271,120332,231815.885,44229,0.0,9981193.285,542310.0,216497.0,9,6,0,0,15,0,6,8,3,58,21,21,96,8,18,88,447,52,214,1404,136,225,321,37,93,19,5,0,2162,1073,75
2013-05-01,235565,68385.566,484281,55980,551689,74187,144315,412602,218486,781332,371389,345182,920129,377078,214845,1712834,2309744,531873,2535104,7850801,1936058,1380625,1920551,351988,490708,924157,491459,10241914.0,5647381.0,6314498.0,5487554.566,558964,226636,802310,131383,1964379,177033,510645,2083110,1078144,3110268,1230558,1419829,3283213,964607,776555,5288540,8178570,1450876,6610371,16812555,4212912,2582557,4258899,944564,1187772,2574947,923062,62587920.0,575960.0,5317773.0,4861606.0,11933,919,0,0,822598,0,4311,524830,6539,113805,64044,61848,172753.5,16104,101099,248737,2183050,351692,675802,3473755,437907,476897,461634,62609,120516,236540.396,50431,0.0,9948822.896,518413.0,213118.0,9,6,0,0,15,0,6,8,3,58,21,23,97,8,18,90,454,53,217,1437,137,230,329,38,94,19,5,0,2201,1099,75
2013-06-01,225199,69942.008,493425,55092,562799,81035,149024,427177,228967,777447,356441,324167,859000,374408,206137,1566027,2280760,517768,2486129,7739266,1920618,1354212,1833120,336371,498035,922479,467808,10092191.0,5540397.0,6080536.0,5399729.008,560912,226562,806578,132087,1968041,177897,512521,2088725,1084264,3119197,1233878,1424893,3288211,969374,779110,5302798,8186682,1455085,6654155,16853212,4221627,2589458,4266748,947529,1191863,2579110,925742,62786217.0,576244.0,5327982.0,4855816.0,11055,900,0,0,797021,0,4041,490201,7369,110821,66212,66760,165909.9,19998,103066,237248,2244617,325801,648145,3410169,467370,462513,460533,65859,117638,214478.096,42958,0.0,9811498.996,514138.0,215046.0,9,6,0,0,15,0,6,8,3,61,21,23,99,8,18,91,450,53,220,1461,142,232,333,42,94,20,5,0,2216,1129,75
2013-07-01,245280,69400.027,517886,56512,579143,75890,154952,438697,234167,720404,338776,331784,861392,364766,203762,1730705,2197175,493883,2441000,7623507,1902656,1378832,1856097,332312,529264,928345,498667,10022335.0,5618262.0,5946465.0,5518192.027,560055,227341,811472,132446,1974973,177437,514662,2096186,1086339,3127845,1237249,1429116,3294539,974388,781528,5312084,8265999,1460932,6627032,16889547,4239274,2596925,4275796,950604,1197271,2598367,928809,62960302.0,577493.0,5345356.0,4885065.0,10701,832,0,0,847628,0,4296,513690,8247,115992,69511,69216,172152.7,16696,108172,239815,2192685,336277,660801,3386181,456294,488945,461330,51008,121219,236770.853,50230,0.0,9898221.553,507173.0,213295.0,9,6,0,0,15,0,6,8,3,65,23,23,100,8,19,93,454,53,224,1478,149,234,337,46,94,21,5,0,2239,1158,76
2013-08-01,226219,68797.262,520991,55793,586631,79451,156963,452769,240072,775607,366265,328220,873716,363174,201678,1656068,2376161,554967,2422686,7675030,1978428,1381619,1987530,341384,527132,990773,505640,10280497.0,5692639.0,6088123.0,5632505.262,562840,227183,815712,132638,1983591,179892,517482,2103543,1092407,3138478,1240140,1434051,3294552,973950,784483,5329511,8250787,1466487,6643891,16936757,4251485,2602978,4283354,953813,1202911,2612275,933166,63132080.0,578595.0,5352224.0,4885458.0,11068,871,0,0,848199,0,4413,518544,7395,116308,68898,70151,175544.7,16587,108096,244484,2294481,333684,686840,3494238,482937,484791,481913,69431,119284,254783.217,52653,0.0,10219756.917,513357.0,212480.0,9,6,0,0,15,0,6,9,3,65,23,24,104,8,19,92,456,53,225,1497,155,238,346,46,95,22,5,0,2256,1189,76
2013-09-01,252140,69946.164,519050,58188,581693,86031,161856,445151,251977,823688,360144,326568,889012,345451,203109,1647806,2395867,510996,2431730,7974463,1969809,1302468,1881941,346642,522912,983716,505232,10251165.0,5655201.0,6236795.0,5704425.164,564332,228438,819465,133173,1991812,180820,519314,2108669,1094902,3151595,1243572,1438415,3314690,977723,786898,5344613,8272431,1469855,6652457,16965556,4268231,2610440,4294448,955995,1207294,2613595,937677,63279862.0,579833.0,5379719.0,4906996.0,3475,921,0,0,833617,0,4270,457442,7590,113121,67651,69741,172290.1,16389,101022,241548,2285353,302605,688513,3437808,492454,461662,464627,67245,114109,248930.576,50806,0.0,9964557.676,523526.0,215106.0,8,6,0,0,15,0,6,9,3,66,23,24,104,8,19,92,455,53,228,1506,155,239,349,48,95,22,5,0,2261,1200,77
2013-10-01,258835,76638.377,549053,66509,620029,88357,169089,494064,261102,843820,383704,337717,936040,378814,209367,1772555,2340532,529921,2633506,8125241,1957884,1395753,1863333,357627,564193,974475,499635,10545296.0,5833202.0,6537412.0,5771883.377,564516,228893,822557,133690,2002395,181386,520924,2113326,1097530,3164320,1247490,1442378,3322024,978277,789351,5364364,8302619,1474854,6674279,17015648,4281052,2617792,4306479,959368,1212581,2629142,941877,63481975.0,581377.0,5407719.0,4918041.0,3745,980,0,0,883043,0,4308,401161,7026,122023,67926,71283,182158.1,16746,108706,241595,2239033,345277,668159,3443894,479854,501422,456628,70768,121758,234794.35,51879,0.0,9976449.45,533823.0,213894.0,8,6,0,0,15,0,6,9,3,67,23,24,104,8,19,92,457,53,232,1514,157,239,353,48,98,22,5,0,2270,1212,80
2013-11-01,246182,72906.54,532085,62393,606065,92480,154805,471352,249957,860002,385034,342456,948678,371401,211238,1744256,2455806,552764,2645992,8266657,2008253,1436958,1932455,385417,546226,985852,522244,10710888.0,5758041.0,6825560.0,5795425.54,565376,230221,824823,134328,2018027,181781,522540,2119381,1099557,3175146,1250967,1447176,3329394,974745,791417,5381820,8313756,1476615,6694477,17075772,4295791,2623332,4316245,961314,1216471,2636564,945151,63665591.0,582209.0,5426199.0,4928188.0,3374,919,0,0,866276,0,4120,388545,6961,116756,67883,67917,178653.4,16145,106406,229287,2264213,347021,700152,3533368,494347,485320,492193,72046,113752,249071.898,50798,0.0,10077494.298,556599.0,221431.0,8,6,0,0,15,0,6,10,3,67,23,24,104,8,19,93,456,54,233,1519,158,241,358,48,98,22,5,0,2274,1223,81
2013-12-01,276097,71973.244,505958,62667,661171,86665,147395,446782,250770,808386,390800,348209,952492,427237,219545,1701170,2314078,554901,2763123,8243145,2044019,1419913,2046048,412493,529606,913923,520236,10705681.0,5659677.0,7012399.0,5741045.244,564893,231145,827235,135082,2033091,182091,524415,2125953,1102020,3184488,1255057,1452387,3330838,982638,794342,5396665,8344610,1478923,6703737,17116923,4308509,2631488,4325185,964549,1219492,2647529,947327,63862330.0,582200.0,5443411.0,4922671.0,2866,843,0,0,918800,0,4300,404402,8516,97247,66509,70620,177861.7,16749,109950,239835,2156041,335400,640453,3374683,479730,437813,458463,52963,110552,253130.106,46529,0.0,9688441.806,559818.0,215996.0,8,6,0,0,15,0,6,10,3,68,23,24,104,8,19,94,459,54,234,1527,157,242,359,48,99,22,5,0,2273,1240,81
