Nome: CONFRESA
Codigo Estacao: A918
Latitude: -10.63944444
Longitude: -51.57138888
Altitude: 233.28
Situacao: Desativada
Data Inicial: 2008-06-06
Data Final: 2018-03-11
Periodicidade da Medicao: Mensal

Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C);
2008-06-30;25,5;
2008-07-31;25,7;
2008-08-31;28,4;
2008-09-30;29,4;
2008-10-31;27,8;
2008-11-30;26,3;
2008-12-31;25,5;
2009-01-31;25,6;
2009-02-28;25,1;
2009-03-31;26;
2009-04-30;25,4;
2009-05-31;25,5;
2009-06-30;25,7;
2009-07-31;26,5;
2009-08-31;27,5;
2009-09-30;27,7;
2009-10-31;26,3;
2009-11-30;26,4;
2009-12-31;25,8;
2010-01-31;25,5;
2010-02-28;26,2;
2010-03-31;26,5;
2010-04-30;27,2;
2010-05-31;27,5;
2010-06-30;26,4;
2010-07-31;26,5;
2010-08-31;27,5;
2010-09-30;29,2;
2010-10-31;28;
2010-11-30;26,3;
2010-12-31;26;
2011-01-31;25;
2011-02-28;25,1;
2011-03-31;25,5;
2011-04-30;25,6;
2011-05-31;26,4;
2011-06-30;null;
2011-07-31;null;
2011-08-31;29,1;
2011-09-30;29,6;
2011-10-31;26,7;
2011-11-30;25,5;
2011-12-31;25,7;
2012-01-31;24,9;
2012-02-29;25,3;
2012-03-31;null;
2012-04-30;null;
2012-05-31;26,3;
2012-06-30;26,7;
2012-07-31;26,6;
2012-08-31;27,5;
2012-09-30;29,1;
2012-10-31;27,3;
2012-11-30;26,1;
2012-12-31;26,5;
2013-01-31;26,1;
2013-02-28;25,6;
2013-03-31;26,2;
2013-04-30;26,4;
2013-05-31;27;
2013-06-30;25,8;
2013-07-31;26;
2013-08-31;27,1;
2013-09-30;27,7;
2013-10-31;26,6;
2013-11-30;25,4;
2013-12-31;25,5;
2014-01-31;24,9;
2014-02-28;25;
2014-03-31;25,3;
2014-04-30;25,4;
2014-05-31;26,2;
2014-06-30;25,4;
2014-07-31;25,6;
2014-08-31;27,1;
2014-09-30;28;
2014-10-31;27,4;
2014-11-30;26,5;
2014-12-31;25,6;
2015-01-31;25,2;
2015-02-28;25;
2015-03-31;25,4;
2015-04-30;25,6;
2015-05-31;null;
2015-06-30;25,5;
2015-07-31;25,7;
2015-08-31;27,4;
2015-09-30;null;
2015-10-31;null;
2015-11-30;null;
2015-12-31;26,8;
2016-01-31;25,6;
2016-02-29;26,7;
2016-03-31;26,4;
2016-04-30;27,3;
2016-05-31;27,1;
2016-06-30;26;
2016-07-31;25,7;
2016-08-31;27,9;
2016-09-30;28;
2016-10-31;27,6;
2016-11-30;26,7;
2016-12-31;25,4;
2017-01-31;25,4;
2017-02-28;null;
2017-03-31;null;
2017-04-30;null;
2017-05-31;null;
2017-06-30;null;
2017-07-31;null;
2017-08-31;null;
2017-09-30;null;
2017-10-31;28;
2017-11-30;26,3;
2017-12-31;null;
2018-01-31;null;
2018-02-28;null;
2018-03-31;null;

