Data,Categoria,CONSUMO,CONSUMIDORES,Tipo_consumidor
2005-12-31,SHV,"5269324,857","16677441,576",CATIVO
2005-12-31,CHV,"5757306,527","714,0",LIVRE
2005-12-31,Comercial,"63115,768","64,0",LIVRE
2005-12-31,Industrial,"7045826,677","611,0",LIVRE
2005-12-31,Outros,"158771,337","39,0",LIVRE
2005-12-31,Residencial,"0,0","0,0",LIVRE
2005-12-31,SHV,"1510407,2550000001","74,0",LIVRE
2006-01-31,CHV,"16477583,34","57180385,474",CATIVO
2006-01-31,Comercial,"4567635,517","4371705,199",CATIVO
2006-01-31,Industrial,"5747975,305","509412,012",CATIVO
2006-01-31,Outros,"4053903,397","3466586,006",CATIVO
2006-01-31,Residencial,"7167631,952","48832682,257",CATIVO
2006-01-31,SHV,"5059562,830999999","16756446,474",CATIVO
2006-01-31,CHV,"5762213,334","832,0",LIVRE
2006-01-31,Comercial,"75359,756","71,0",LIVRE
2006-01-31,Industrial,"7103425,307","722,0",LIVRE
2006-01-31,Outros,"164979,024","39,0",LIVRE
2006-01-31,Residencial,"0,0","0,0",LIVRE
2006-01-31,SHV,"1581550,753","78,0",LIVRE
2006-02-28,CHV,"17233968,561","57318674,46",CATIVO
2006-02-28,Comercial,"4745343,963","4374271,187",CATIVO
2006-02-28,Industrial,"6055942,188","509327,006",CATIVO
2006-02-28,Outros,"4216027,531","3485421,065",CATIVO
2006-02-28,Residencial,"7131815,538","48949655,202",CATIVO
2006-02-28,SHV,"4915160,659","16827487,46",CATIVO
2006-02-28,CHV,"5799124,786999999","824,0",LIVRE
2006-02-28,Comercial,"80325,771","77,0",LIVRE
2006-02-28,Industrial,"6988389,094","708,0",LIVRE
2006-02-28,Outros,"165642,128","39,0",LIVRE
2006-02-28,Residencial,"0,0","0,0",LIVRE
2006-02-28,SHV,"1435232,2059999998","78,0",LIVRE
2006-03-31,CHV,"17405709,221","57504933,0",CATIVO
2006-03-31,Comercial,"4793045,116","4348574,0",CATIVO
2006-03-31,Industrial,"6167308,031","508724,0",CATIVO
2006-03-31,Outros,"4131973,043","3505212,0",CATIVO
2006-03-31,Residencial,"7408516,681","49142423,0",CATIVO
2006-03-31,SHV,"5095133,65","16904415,0",CATIVO
2006-03-31,CHV,"5831101,103999999","838,0",LIVRE
2006-03-31,Comercial,"82025,387","77,0",LIVRE
2006-03-31,Industrial,"7215018,887","722,0",LIVRE
2006-03-31,Outros,"156004,74","39,0",LIVRE
2006-03-31,Residencial,"0,0","0,0",LIVRE
2006-03-31,SHV,"1621947,9100000001","81,0",LIVRE
2006-04-30,CHV,"17171681,663","57609801,0",CATIVO
2006-04-30,Comercial,"4747896,608","4352712,0",CATIVO
2006-04-30,Industrial,"6101496,399","508500,0",CATIVO
2006-04-30,Outros,"4074174,351","3524633,0",CATIVO
2006-04-30,Residencial,"7229825,818","49223956,0",CATIVO
2006-04-30,SHV,"4981711,513","16969396,0",CATIVO
2006-04-30,CHV,"6078033,263","868,0",LIVRE
2006-04-30,Comercial,"85797,294","78,0",LIVRE
2006-04-30,Industrial,"7430311,109","751,0",LIVRE
2006-04-30,Outros,"170205,104","39,0",LIVRE
2006-04-30,Residencial,"0,0","0,0",LIVRE
2006-04-30,SHV,"1608280,2440000004","84,0",LIVRE
2006-05-31,CHV,"16365056,454","57789205,0",CATIVO
2006-05-31,Comercial,"4334890,944","4352090,0",CATIVO
2006-05-31,Industrial,"5969041,151","509025,0",CATIVO
2006-05-31,Outros,"4054557,626","3546197,0",CATIVO
2006-05-31,Residencial,"6933355,613","49381893,0",CATIVO
2006-05-31,SHV,"4926788,88","17035942,0",CATIVO
