,CONSUMO_CATIVO_CHV,CONSUMO_CATIVO_SHV,CONSUMIDORES_CATIVO_CHV,CONSUMIDORES_CATIVO_SHV,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_CHV,CONSUMO_LIVRE_SHV,CONSUMIDORES_LIVRE_CHV,CONSUMIDORES_LIVRE_SHV,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2022-05-31,18215544.356999997,6908241.612,89407322.0,29750276.0,12276617.3,1759460.91,5286799.328,5800908.431,77788706.0,451667.0,6032566.0,5134383.0,13474971.141999999,3463038.026,28491,4456,365.441,13752566.781,2315338.864,869738.082,1.0,10834.0,16494.0,1162.0
2022-06-30,17714345.358,6646589.098999999,89506052.0,29777080.0,11916041.238,1831777.585,4977546.216,5635569.418,77910666.0,450907.0,6029823.0,5114656.0,13086610.038,3495567.855999999,28820,4562,406.974,13540474.943,2175859.504,865436.473,1.0,10917.0,16709.0,1193.0
2022-07-31,17514739.38,6599456.055000001,89700022.0,29840010.0,11976375.552,1792346.845,4906183.755,5439289.283,78103287.0,449824.0,6038812.0,5108099.0,13362819.317999996,3760158.251,29164,4652,411.834,14010136.383,2251991.46,860437.892,1.0,10997.0,16920.0,1246.0
2022-08-31,17918539.303999998,6863676.103,90027144.0,29967931.0,12075309.939,1844922.401,5023218.063,5838765.004,78401739.0,447419.0,6057587.0,5120399.0,13503677.98,3854381.131,29504,4736,334.778,14167962.739,2285033.63,904727.964,1.0,11127.0,17098.0,1278.0
2022-09-30,18242492.077,7093810.109999999,90218149.0,30004810.0,12504944.662,1862459.942,5117933.755,5850963.828,78575825.0,447331.0,6074038.0,5120955.0,13272882.037,3709302.004,29909,4834,408.696,13822052.84,2275419.798,884302.707,1.0,11239.0,17366.0,1303.0
2022-10-31,18101506.66,7205151.906,90170155.0,30082194.0,12604802.241,1767142.275,5086697.515,5848016.535,78550504.0,447023.0,6069577.0,5103051.0,13351575.930999998,3860906.196,30253,4903,414.056,13944972.635,2395503.266,871592.17,1.0,11345.0,17592.0,1315.0
2022-11-30,18458596.165,7300697.985,90308687.0,30126479.0,12949280.26,1744709.784,5307001.739,5758302.367,78699811.0,446781.0,6075722.0,5086373.0,13175890.832,3788230.6119999997,30632,5014,423.968,13659501.685,2431006.891,873188.9,1.0,11411.0,17869.0,1351.0
2022-12-31,19398206.020999998,7150995.029,90543445.0,30245418.0,13688211.921,1699331.668,5507773.054,5653884.407,78939055.0,446863.0,6088752.0,5068775.0,12825764.72,3850654.629,31080,5114,376.553,13213995.356,2572365.341,889682.099,1.0,11553.0,18165.0,1361.0
2023-01-31,18608807.72,6896015.902000001,91011719.0,30459158.0,13069699.87,1551061.9,5387914.046,5496147.806,79356507.0,445321.0,6094652.0,5115239.0,13089777.618000003,3944785.2160000005,33793,5251,316.165,13383541.478,2678096.299,972608.892,2.0,12049.0,20206.0,1536.0
2023-02-28,19666109.369999997,6714995.7299999995,91096002.0,30469293.0,13730552.352,1622984.711,5530871.981,5496696.056,79457640.0,445025.0,6091627.0,5101710.0,12897540.291999998,3741946.0209999997,34258,5380,190.215,13042342.031,2657286.675,939667.392,2.0,12172.0,20517.0,1567.0
2023-03-31,20537058.479,7088673.5430000005,91307773.0,30482113.0,14366042.268,1630273.59,5789943.773,5839472.391,79692714.0,446302.0,6108704.0,5060053.0,13942978.764999997,4153637.9590000003,35268,5470,215.522,14346819.673,2815183.146,934398.383,2.0,12359.0,21308.0,1599.0
2023-04-30,20058528.832,6960295.862000001,91545960.0,30601239.0,13702492.044,1729113.004,5759383.145,5827836.501,79951029.0,446628.0,6107573.0,5040730.0,13802626.651999999,4062568.4189999993,35258,5547,436.371,14105302.758,2780254.396,979201.546,2.0,12505.0,21142.0,1609.0
2023-05-31,18217039.509999998,7211850.31,91599959.0,30712684.0,13078429.274,1548127.15,5209295.068,5593038.328,80020981.0,446357.0,6105130.0,5027491.0,13612428.206999997,4122595.3860000004,36083,5677,386.968,14190262.103,2630809.586,913564.936,2.0,12595.0,21818.0,1668.0
2023-06-30,18113811.557,7056949.499,91899647.0,30729848.0,12838197.116,1623919.447,5055171.059,5653473.434,80295191.0,447415.0,6126810.0,5030231.0,13431715.992000002,4054272.802,37047,5738,457.555,14006954.656,2545558.293,933018.29,2.0,12819.0,22449.0,1777.0
2023-07-31,17639264.877,6838389.509999999,92025911.0,30771200.0,12583011.171,1585324.195,4798698.889,5510620.132,80444586.0,447191.0,6119341.0,5014793.0,13484415.408,4051839.6970000006,37903,5955,421.456,14115107.832,2499953.599,920772.218,2.0,12978.0,23052.0,1871.0
2023-08-31,18127548.314000003,7142076.686999999,92049225.0,30666668.0,12998579.363,1603475.144,5019529.018,5648041.476,80463287.0,447250.0,6129975.0,5008713.0,13963738.765,4196801.261,38027,6150,376.926,14519316.239,2659405.363,981441.498,2.0,13131.0,22951.0,1943.0
2023-09-30,18868920.915999997,7492018.334999999,92168127.0,30879512.0,13684394.628,1631454.57,5242526.673,5802563.38,80589828.0,447569.0,6129043.0,5001687.0,13871441.541,4243861.811,38850,6379,419.743,14341574.287,2769031.913,1004277.409,2.0,13316.0,23503.0,2029.0
2023-10-31,19883917.157,7620565.6790000005,92452942.0,31032926.0,14419593.398,1574112.104,5529205.012,5981572.322,80866423.0,447940.0,6134006.0,5004573.0,14258963.357999997,4310605.104,39551,6569,372.881,14660045.28,2896393.074,1012757.227,2.0,13512.0,23932.0,2105.0
2023-11-30,20188712.645,7927576.805000001,92484442.0,31100466.0,14941061.351,1567459.128,5615195.122,5992573.849,80896211.0,448139.0,6143836.0,4996256.0,14369835.866999999,4179209.681,40206,6706,396.301,14481034.119,3023914.337,1043700.791,2.0,13657.0,24388.0,2159.0
2023-12-31,21104406.86,7775049.327,92800017.0,31180201.0,15318599.363,1550822.2,5863114.679,6146919.945,81242648.0,449108.0,6158142.0,4950119.0,14079255.298,4263935.674000001,40765,6886,348.878,14117787.601,3155882.45,1069172.043,2.0,13789.0,24728.0,2246.0
2024-01-31,20827440.227999996,7579891.411999999,92630857.0,31219807.0,15445413.589,1365270.674,5713935.773,5882711.604,81097470.0,448350.0,6125268.0,4959769.0,14246788.726999998,4312897.477,41989,7262,1026.47,14180965.403,3269137.315,1108557.016,5.0,14122.0,25428.0,2434.0
2024-02-29,20604461.016,7302438.348999999,93048470.0,31130788.0,15206548.035,1447782.053,5671684.124,5580885.153,81587486.0,442735.0,6145116.0,4873133.0,14305054.848,4154660.1369999996,44294,7684,1150.6,14115032.641,3255156.593,1088375.151,9.0,14904.0,26806.0,2575.0
2024-03-31,21298927.756,7302427.014,93129454.0,31155000.0,15611180.326,1438635.464,5789150.237,5762388.743,81692373.0,447589.0,6135279.0,4854213.0,14946234.184,4401398.49,45721,7981,726.669,14826380.446,3352866.553,1169112.344,7.0,15332.0,27700.0,2682.0
2024-04-30,20328384.97,7510909.024,93273603.0,31324285.0,14946723.612,1429211.604,5676764.021,5786594.757,81790390.0,446288.0,6119787.0,4917138.0,15253112.017000003,4301874.847999999,47361,8335,549.612,14941532.055,3386043.854,1226861.344,6.0,15871.0,28714.0,2770.0
2024-05-31,19996048.915,7445993.654000001,93145935.0,31376772.0,14841833.48,1367602.593,5564583.426,5668023.07,81784101.0,442181.0,6084205.0,4835448.0,15137624.199000001,4523366.802,49358,8615,591.037,15158127.515,3286187.62,1216084.829,8.0,16651.0,29731.0,2968.0
2024-06-30,18932688.169,7318915.506,93244970.0,31431355.0,13969224.083,1355922.406,5174482.05,5751975.136,81843721.0,441643.0,6074414.0,4885192.0,14898923.900999999,4477463.703,51431,8954,607.482,14964501.644,3179531.304,1231747.174,10.0,17227.0,31053.0,3141.0
2024-07-31,18021183.662000004,7090631.762,93555188.0,31620962.0,13430604.327,1273033.83,4850604.933,5557572.334,82173641.0,443583.0,6071079.0,4866885.0,15168714.981000002,4631623.957,53733,9695,685.041,15504002.606,3029871.648,1265779.643,10.0,17897.0,31954.0,3872.0
2024-08-31,18457234.626,7212867.668000001,93948818.0,31474163.0,13744072.006,1321727.287,4928516.829,5675786.172,82544750.0,445074.0,6152837.0,4806157.0,15681491.294999998,4779468.586,56306,10096,529.325,15999773.882,3116296.142,1344360.532,11.0,18735.0,33362.0,4198.0
2024-09-30,18687981.856000002,7473980.244,93906996.0,31594620.0,14208155.246,1270397.307,5063567.098,5619842.449,82541515.0,438957.0,6127684.0,4798840.0,15538693.837000001,4704787.348,58993,10622,757.973,15639406.573,3217690.604,1385626.035,13.0,19562.0,34833.0,4585.0
2024-10-31,19853306.854000006,7551938.8719999995,94283939.0,31785825.0,15078461.471,1245974.014,5378801.256,5702008.985,82874116.0,438897.0,6123687.0,4847239.0,15822709.613999998,4767356.856,61598,11149,794.207,15660518.1,3441537.603,1487216.56,19.0,20333.0,36416.0,4830.0
2024-11-30,18925022.684000004,7780139.841000001,94182544.0,31715979.0,14799743.177,1232455.295,5224497.799,5448466.254,82904399.0,428502.0,6100520.0,4749123.0,15872140.217999998,4791464.801000001,63839,11622,905.792,15632718.66,3568901.673,1461078.894,25.0,21034.0,37720.0,5060.0
2024-12-31,19423805.65,7632760.515000001,94227357.0,31714835.0,15229038.544,1110879.15,5309228.724,5407419.747,82944635.0,427964.0,6108344.0,4746414.0,15427400.322999999,4885733.824,66985,12310,967.019,15166159.993,3643703.265,1502303.87,32.0,22047.0,39500.0,5406.0
2025-01-31,19515419.276000004,7252774.723999999,94060978.0,31807317.0,,,,,,,,,15543245.813,4832268.33,65981,12952,,,,,,,,
2025-02-28,20548791.699000005,6952210.085000001,94169854.0,31796156.0,,,,,,,,,15731180.822999999,4619979.142999999,69770,13458,,,,,,,,
2025-03-31,20872093.175,7052139.111,94354095.0,31801606.0,,,,,,,,,16487859.894,4815709.261,72296,13969,,,,,,,,
2025-04-30,18659203.543,7153879.737,94719562.0,32112597.0,,,,,,,,,16265346.200000001,4913414.136,74346,14399,,,,,,,,
2025-05-31,17994091.566000003,7372749.598,94796566.0,32044259.0,,,,,,,,,16143348.665999997,5063483.961999999,76366,14794,,,,,,,,
2025-06-30,17294913.832999997,7037563.503,94696973.0,31989079.0,,,,,,,,,15727676.151,4911584.044,78606,15272,,,,,,,,
2025-07-31,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0,0,,,,,,,,
